gx,gy,gz,x,y,z
-2,-1,0,62,-2,-3
-2,-1,0,62,-1,-4
-2,-1,0,63,0,-6
-2,-1,0,63,-1,-3
-2,-1,0,63,-1,-4
-2,-1,-1,63,0,-5
-2,-1,-1,61,-2,-6
-2,-1,-1,68,1,6
-5,2,-1,65,3,16
-9,0,0,68,-1,-6
-9,1,1,63,-2,-17
-6,0,1,60,-4,-18
-3,0,0,60,-2,-16
-1,0,0,59,1,-8
0,0,-1,61,1,-2
-1,0,-1,63,-2,-1
-1,0,-1,64,-1,-1
-2,0,-1,66,0,-3
-2,0,-1,65,-1,-5
-2,0,0,63,0,-5
-1,0,0,62,0,-4
-1,0,-1,62,-1,-1
-1,0,-1,64,0,2
-2,0,-1,66,2,-2
-2,0,0,65,0,-5
-2,0,0,63,0,-5
-1,0,0,62,0,-4
-1,0,-1,62,0,-2
-1,-1,-1,64,1,-3
-1,-1,-1,64,1,-5
-1,-1,-1,63,0,-6
0,-1,-1,63,-1,-2
0,-1,-1,64,0,2
-1,0,-1,64,1,0
-2,0,0,63,0,-3
-2,0,0,63,0,-4
-1,0,0,63,1,-2
-1,0,0,63,1,-1
-2,0,0,62,2,-3
-2,0,0,62,1,-6
-1,-1,-1,61,1,-4
-1,-1,-1,62,2,-2
-1,-1,-1,64,0,-2
-1,-1,-1,66,1,-2
-1,-1,-1,66,0,-2
-1,0,0,64,0,-1
-1,0,0,63,1,0
-2,0,0,62,0,-2
-2,0,0,63,0,-4
-2,0,0,65,0,-4
-2,0,0,64,0,-4
-2,0,0,63,1,-4
-1,-1,0,62,2,-3
-2,-1,-1,62,1,-3
-1,-1,-1,63,1,-3
-1,0,-1,64,1,-2
-2,0,-1,63,1,-3
-1,0,0,63,1,-2
-2,0,0,63,1,-2
-1,0,0,62,1,-3
-1,0,-1,62,1,-2
-1,0,-1,63,2,-2
-1,0,-1,61,2,-3
-1,0,-1,62,1,-2
-1,-1,-1,61,2,-1
-1,-1,-2,61,1,-1
-1,-1,-2,64,2,-3
-1,0,-1,66,3,-5
-1,-1,-1,71,3,-3
0,0,0,67,3,1
-1,0,1,61,1,-1
-1,0,0,60,1,-2
-1,0,0,63,3,-1
-1,0,0,64,1,-2
-1,0,0,64,1,-2
-1,-1,0,64,2,-1
-1,-1,0,62,2,-1
-1,-1,-1,64,2,0
-1,-1,-1,65,2,0
-2,-1,0,65,2,-2
-2,-1,0,65,1,-1
-2,0,0,65,0,0
-2,-1,0,64,1,-1
-2,-1,0,61,2,-3
-2,-1,0,62,1,-3
-1,0,-1,63,0,1
-2,0,-1,64,1,1
-2,-1,0,64,2,-3
-2,-1,0,62,2,-3
-2,-1,-1,62,2,0
-2,-1,-1,65,3,1
-2,-1,-1,65,1,-3
-2,-1,0,62,0,-3
-2,0,0,61,2,-2
-2,0,0,63,3,-3
-2,0,0,62,1,-3
-1,0,-1,62,0,-2
-1,0,-1,63,2,-1
-1,-1,-1,62,1,-2
-1,-1,-1,64,0,-2
-1,-1,-1,64,3,-1
-1,-1,-1,61,2,-1
-1,-1,-1,63,2,-1
-1,-1,-1,63,2,-2
-1,-1,-1,64,0,-2
-1,-1,-1,63,2,-1
-2,-1,-1,62,3,-2
-2,-1,-1,65,4,-2
-2,-1,0,62,3,-1
-2,-1,-1,62,2,-3
-2,-1,-1,64,3,-3
-2,-1,-1,64,4,-3
-2,-1,-1,63,4,-4
-2,-1,-1,65,4,-4
-2,-1,-1,63,3,-4
-1,-1,-1,61,3,-4
-1,-1,-1,61,4,-3
-2,-1,-1,63,5,-4
-2,-1,-1,64,5,-4
-2,0,0,65,5,-4
-2,0,0,61,4,-5
-2,0,0,62,5,-4
-2,0,0,63,5,-4
-2,0,0,63,4,-3
-2,0,0,63,3,-3
-2,0,-1,64,5,-4
-2,0,0,63,4,-3
-2,0,-1,64,4,-3
-2,0,0,63,4,-4
-2,0,0,63,4,-3
-2,0,0,62,4,-3
-2,-1,-1,63,5,-3
-2,0,-1,62,4,-3
-2,-1,-1,62,4,-3
-2,-1,-1,64,6,-3
-2,-1,-1,63,5,-3
-2,-1,-1,63,4,-3
-2,0,-1,65,5,-4
-2,0,0,64,5,-2
-2,0,0,62,5,-2
-2,0,-1,63,6,-2
-2,0,-1,63,4,-2
-2,0,0,64,5,-3
-2,0,0,63,6,-2
-2,0,0,62,6,0
-2,0,0,63,5,-2
-2,0,0,64,5,-2
-2,0,0,65,6,-1
-2,0,0,63,5,-1
-2,0,0,63,5,0
-2,0,0,64,5,0
-2,0,0,63,4,0
-2,0,0,62,4,-1
-2,0,0,62,4,-1
-2,0,-1,63,5,0
