gx,gy,gz,x,y,z
2,-1,-2,-58,-16,13
2,-1,-2,-61,-16,14
2,-1,-1,-59,-13,16
2,-1,-2,-57,-12,17
1,-1,-1,-59,-11,17
1,-1,0,-58,-12,18
1,-1,0,-58,-13,18
2,0,0,-57,-13,18
2,0,0,-58,-10,18
2,0,0,-58,-12,18
3,1,0,-58,-12,19
4,0,0,-57,-12,19
4,0,-1,-59,-8,18
3,0,-1,-59,-9,20
4,1,-1,-61,-9,20
4,1,-1,-64,-7,18
4,1,0,-64,-6,19
3,0,0,-64,-8,18
3,0,0,-63,-10,18
4,0,-1,-64,-8,17
3,0,-1,-64,-8,17
2,0,-1,-65,-8,17
1,0,-1,-64,-9,16
1,0,0,-64,-8,16
1,1,0,-63,-9,16
1,1,0,-63,-10,15
1,1,0,-64,-10,14
1,1,0,-63,-10,14
1,1,0,-64,-10,14
1,1,-1,-63,-10,13
1,1,-1,-63,-9,13
1,1,-1,-64,-9,13
1,1,-1,-64,-8,13
1,0,-1,-62,-10,13
1,0,-1,-64,-9,12
0,0,0,-64,-9,12
0,0,0,-64,-10,12
0,0,0,-64,-9,13
0,0,-1,-64,-9,12
1,0,0,-64,-9,12
1,0,0,-64,-8,12
1,0,0,-64,-8,12
1,0,0,-64,-7,11
1,0,0,-64,-8,11
2,1,0,-64,-8,11
2,1,0,-64,-7,11
2,1,-1,-65,-5,11
1,0,0,-66,-6,10
1,0,0,-65,-6,10
1,0,0,-65,-6,10
1,0,0,-65,-6,9
1,0,0,-65,-6,10
1,0,0,-64,-6,10
1,0,0,-65,-6,10
1,0,0,-65,-5,10
1,0,0,-64,-5,10
1,0,0,-65,-5,10
0,-1,0,-65,-4,10
0,-1,-1,-64,-5,10
0,-1,0,-64,-5,10
0,-1,0,-65,-5,11
0,-1,0,-65,-4,10
0,-1,0,-65,-4,10
0,-1,0,-64,-4,11
0,-1,0,-64,-4,11
0,-1,0,-64,-4,10
0,0,0,-64,-4,11
0,-1,0,-64,-5,11
0,-1,0,-64,-4,11
0,0,0,-64,-4,11
0,0,0,-64,-4,11
0,0,0,-64,-4,11
0,0,0,-64,-3,11
0,0,0,-64,-4,11
0,0,0,-64,-4,11
0,-1,0,-64,-3,11
0,0,0,-64,-3,11
0,0,0,-64,-4,11
0,0,0,-64,-3,11
0,0,0,-64,-2,11
0,-1,0,-64,-3,11
0,0,0,-65,-3,11
0,0,-1,-65,-3,11
0,0,0,-65,-3,11
0,-1,0,-65,-2,11
0,-1,0,-65,-2,11
0,-1,0,-64,-3,11
0,-1,0,-64,-3,11
0,-1,0,-65,-2,10
0,-1,0,-64,-1,10
0,0,0,-64,-1,10
1,0,0,-65,-2,11
1,0,0,-64,-2,11
1,0,0,-64,-2,11
1,0,0,-64,-1,10
1,0,0,-65,-1,10
1,0,0,-64,0,11
1,-1,0,-64,-1,11
1,-1,0,-64,0,11
0,-1,0,-64,1,11
0,-1,-1,-64,1,11
0,-1,-1,-65,0,10
0,-1,-1,-64,0,10
0,-1,-1,-64,0,11
0,-1,-1,-64,1,10
-1,-1,-2,-63,1,11
-1,-1,-2,-65,-3,11
0,0,0,-64,-2,11
0,0,0,-64,0,11
0,-1,-1,-65,-1,11
0,-1,-1,-64,-2,11
0,-1,-1,-65,-1,11
-1,-1,-1,-64,0,10
-1,-1,-1,-63,-1,11
-1,-1,-1,-63,-2,12
-1,-1,-1,-64,-1,11
-1,-1,-1,-64,-2,11
-1,-1,-1,-64,-4,12
-1,-1,-1,-65,-3,12
-1,-1,-1,-65,-4,12
-1,-1,-1,-65,-4,12
